order_id,order_date,warehouse,region,product_category,delivery_status,eta_days,actual_days,cost_lkr
ORD-102751,2024-01-30,Galle-South,Southern,Produce,Cancelled,2,,1519.49
ORD-103273,2024-05-27,Galle-South,Southern,Dairy,Delivered,3,3.0,3309.02
ORD-103413,2024-02-04,Colombo-Central,Western,Produce,Delivered,4,4.0,3984.41
ORD-103499,2024-06-13,Kurunegala-West,North-Western,Beverages,In Transit,3,,3749.38
ORD-101506,2024-11-29,Kurunegala-West,North-Western,Produce,Delivered,1,1.0,3216.07
ORD-101923,2024-06-07,Jaffna-North,Northern,Dairy,Delivered,3,3.0,4101.75
ORD-100448,2024-07-09,Galle-South,Southern,Frozen,Delivered,1,1.0,10029.59
ORD-102488,2024-07-10,Colombo-Central,Western,Dairy,Delivered,5,5.0,4897.32
ORD-102576,2024-04-08,Kurunegala-West,North-Western,Produce,Delivered,2,2.0,3176.18
ORD-101084,2024-03-14,Jaffna-North,Northern,Dairy,Delayed,2,5.0,3599.85
ORD-104990,2024-08-24,Kandy-Hub,Central,Beverages,Delivered,1,1.0,4302.55
ORD-100361,2024-11-21,Kurunegala-West,North-Western,Dry Goods,Delivered,5,5.0,2341.28
ORD-102183,2024-08-23,Kandy-Hub,Central,Dairy,Delivered,4,4.0,4658.15
ORD-101134,2024-08-12,Jaffna-North,Northern,Meat & Seafood,Delivered,4,4.0,9448.91
ORD-103956,2024-07-09,Jaffna-North,Northern,Beverages,Delivered,5,5.0,4778.62
ORD-102155,2024-06-27,Kandy-Hub,Central,Frozen,Delayed,5,7.0,10324.84
ORD-101830,2024-05-09,Jaffna-North,Northern,Dry Goods,Delivered,5,5.0,2939.28
ORD-101053,2024-12-15,Kandy-Hub,Central,Produce,Delayed,2,3.0,3761.09
ORD-102460,2024-05-04,Galle-South,Southern,Frozen,Delivered,4,4.0,5523.04
ORD-100022,2024-03-07,Jaffna-North,Northern,Dry Goods,Delivered,5,5.0,1412.01
ORD-102066,2024-09-21,Colombo-Central,Western,Produce,Delivered,5,5.0,2366.85
ORD-101653,2024-08-05,Galle-South,Southern,Beverages,Cancelled,5,,3896.29
ORD-102638,2024-02-25,Kurunegala-West,North-Western,Dry Goods,Delivered,1,1.0,2626.55
ORD-103276,2024-01-27,Jaffna-North,Northern,Produce,In Transit,1,,3558.05
ORD-103881,2024-03-22,Colombo-Central,Western,Beverages,Delivered,2,2.0,3982.74
ORD-104110,2024-01-02,Colombo-Central,Western,Dairy,Delivered,4,4.0,4076.2
ORD-102468,2024-01-10,Kurunegala-West,North-Western,Frozen,Delivered,2,2.0,5638.15
ORD-102325,2024-10-27,Kurunegala-West,North-Western,Frozen,Delivered,5,5.0,7825.11
ORD-100460,2024-09-21,Kurunegala-West,North-Western,Meat & Seafood,Delivered,2,2.0,14394.47
ORD-101067,2024-08-21,Kandy-Hub,Central,Frozen,Delivered,1,1.0,5732.26
ORD-100087,2024-04-24,Kandy-Hub,Central,Frozen,Cancelled,3,,5302.78
ORD-101430,2024-06-20,Kurunegala-West,North-Western,Frozen,Delivered,2,2.0,
ORD-102699,2024-02-13,Kandy-Hub,Central,Beverages,Delayed,2,6.0,5459.21
ORD-100282,2024-09-01,Kurunegala-West,North-Western,Dairy,Delivered,3,3.0,
ORD-102483,2024-04-26,Colombo-Central,Western,Produce,Delivered,3,3.0,2849.28
ORD-100462,2024-09-30,Jaffna-North,Northern,Dairy,Delivered,3,3.0,4000.99
ORD-100212,2024-10-14,Galle-South,Southern,Meat & Seafood,Delivered,3,3.0,14514.84
ORD-103870,2024-01-17,Colombo-Central,Western,Dairy,Delivered,5,5.0,4002.54
ORD-101368,2024-12-17,Colombo-Central,Western,Meat & Seafood,Delivered,1,1.0,15760.03
ORD-100234,2024-06-28,Kandy-Hub,Central,Beverages,Delayed,5,7.0,4137.51
ORD-102825,2024-11-03,Kurunegala-West,North-Western,Frozen,Delivered,5,5.0,7487.02
ORD-100597,2024-10-11,Jaffna-North,Northern,Produce,Delivered,3,3.0,
ORD-104464,2024-06-11,Colombo-Central,Western,Beverages,Delivered,5,5.0,5342.8
ORD-102250,2024-07-03,Kandy-Hub,Central,Produce,Cancelled,2,,2891.6
ORD-104108,2024-07-06,Kandy-Hub,Central,Dairy,Delivered,3,3.0,2988.98
ORD-102283,2024-10-14,Colombo-Central,Western,Dairy,Delivered,4,4.0,5084.74
ORD-100662,2024-01-13,Kurunegala-West,North-Western,Produce,Delivered,4,4.0,1976.08
ORD-100794,2024-06-06,Galle-South,Southern,Produce,Delivered,1,1.0,3787.99
ORD-102285,2024-10-30,Kurunegala-West,North-Western,Dairy,Delivered,3,3.0,3281.05
ORD-104764,2024-06-08,Jaffna-North,Northern,Dry Goods,Delayed,3,6.0,1171.36
ORD-103258,2024-07-24,Galle-South,Southern,Frozen,In Transit,3,,9077.87
ORD-102550,2024-08-26,Kandy-Hub,Central,Frozen,Delivered,4,4.0,7889.21
ORD-103699,2024-10-04,Kurunegala-West,North-Western,Meat & Seafood,Delivered,5,5.0,12483.22
ORD-100779,2024-11-06,Colombo-Central,Western,Meat & Seafood,Delivered,3,3.0,
ORD-104769,2024-01-18,Kurunegala-West,North-Western,Dairy,Delivered,4,4.0,5732.5
ORD-103494,2024-12-04,Kandy-Hub,Central,Dairy,Delayed,1,2.0,2773.61
ORD-103353,2024-09-22,Jaffna-North,Northern,Frozen,Delayed,3,6.0,11456.9
ORD-103262,2024-09-27,Jaffna-North,Northern,Dry Goods,Delivered,1,1.0,2760.42
ORD-104884,2024-01-03,Kandy-Hub,Central,Meat & Seafood,Delivered,1,1.0,16309.18
ORD-100685,2024-10-19,Galle-South,Southern,Meat & Seafood,In Transit,5,,19378.74
ORD-103414,2024-08-06,Jaffna-North,Northern,Frozen,In Transit,1,,6948.14
ORD-102802,2024-12-27,Jaffna-North,Northern,Produce,Delivered,1,1.0,2766.5
ORD-104472,2024-06-27,Jaffna-North,Northern,Meat & Seafood,In Transit,1,,12704.16
ORD-102171,2024-09-28,Kurunegala-West,North-Western,Beverages,Cancelled,5,,2470.73
ORD-103750,2024-07-31,Kandy-Hub,Central,Frozen,Delivered,3,3.0,7878.41
ORD-101850,2024-01-30,Kandy-Hub,Central,Frozen,Delayed,1,4.0,6296.97
ORD-100487,2024-07-12,Jaffna-North,Northern,Produce,In Transit,3,,1624.32
ORD-101688,2024-12-08,Jaffna-North,Northern,Dairy,Delayed,4,5.0,2558.21
ORD-102230,2024-08-18,Galle-South,Southern,Dairy,Delivered,1,1.0,2623.28
ORD-104939,2024-05-03,Jaffna-North,Northern,Dry Goods,Delivered,5,5.0,
ORD-102320,2024-02-06,Kandy-Hub,Central,Dairy,Delayed,5,8.0,5211.21
ORD-100782,2024-02-14,Kurunegala-West,North-Western,Frozen,Delivered,3,3.0,9366.83
ORD-100521,2024-02-23,Jaffna-North,Northern,Dry Goods,Delivered,5,5.0,1796.49
ORD-100522,2024-03-11,Jaffna-North,Northern,Produce,In Transit,3,,3601.09
ORD-102895,2024-07-15,Colombo-Central,Western,Frozen,Delivered,1,1.0,7034.61
ORD-104030,2024-07-16,Kandy-Hub,Central,Beverages,Delivered,1,1.0,4811.58
ORD-102398,2024-04-01,Colombo-Central,Western,Meat & Seafood,Delivered,1,1.0,8808.83
ORD-102207,2024-11-02,Kandy-Hub,Central,Meat & Seafood,In Transit,2,,8839.67
ORD-103905,2024-10-05,Jaffna-North,Northern,Dairy,Delivered,1,1.0,5490.13
ORD-103622,2024-04-30,Kurunegala-West,North-Western,Dry Goods,Delivered,4,4.0,3356.73
ORD-103810,2024-03-24,Kurunegala-West,North-Western,Dry Goods,Delivered,2,2.0,3343.57
ORD-102879,2024-12-22,Colombo-Central,Western,Dry Goods,Delivered,5,5.0,2846.05
ORD-101511,2024-03-24,Kurunegala-West,North-Western,Dry Goods,Delivered,1,1.0,1823.52
ORD-101882,2024-03-05,Jaffna-North,Northern,Dry Goods,Delivered,2,2.0,1296.45
ORD-100651,2024-08-26,Jaffna-North,Northern,Dairy,Delivered,5,5.0,5408.35
ORD-102843,2024-06-25,Kurunegala-West,North-Western,Dry Goods,Cancelled,3,,
ORD-103813,2024-06-10,Kurunegala-West,North-Western,Beverages,Delivered,2,2.0,4920.73
ORD-100369,2024-10-08,Kandy-Hub,Central,Dairy,Delivered,1,1.0,3744.28
ORD-104385,2024-09-20,Jaffna-North,Northern,Dry Goods,Delivered,4,4.0,3237.61
ORD-100118,2024-03-30,Kurunegala-West,North-Western,Dry Goods,Delayed,3,6.0,1879.14
ORD-103885,2024-05-31,Kurunegala-West,North-Western,Dry Goods,Delivered,1,1.0,3303.39
ORD-103096,2024-03-04,Kandy-Hub,Central,Dairy,Delivered,4,4.0,5772.74
ORD-102216,2024-06-13,Jaffna-North,Northern,Dairy,Delivered,5,5.0,2677.82
ORD-103612,2024-08-10,Kandy-Hub,Central,Beverages,Delivered,4,4.0,4109.92
ORD-101613,2024-09-09,Colombo-Central,Western,Beverages,Delivered,5,5.0,4394.78
ORD-104073,2024-12-09,Jaffna-North,Northern,Dairy,In Transit,2,,3124.49
ORD-100962,2024-11-02,Kurunegala-West,North-Western,Dairy,Delivered,1,1.0,3619.65
ORD-102510,2024-03-13,Kandy-Hub,Central,Dry Goods,Delayed,1,5.0,1352.26
ORD-103617,2024-05-29,Kurunegala-West,North-Western,Frozen,Delivered,3,3.0,8200.04
ORD-102880,2024-01-15,Kandy-Hub,Central,Beverages,Delivered,4,4.0,4422.26
ORD-103513,2024-02-21,Colombo-Central,Western,Beverages,Delivered,1,1.0,2401.29
ORD-103094,2024-11-28,Kandy-Hub,Central,Dairy,Delayed,4,7.0,4713.29
ORD-102415,2024-06-26,Jaffna-North,Northern,Produce,Delivered,3,3.0,2780.8
ORD-104701,2024-01-21,Kandy-Hub,Central,Dairy,Delayed,3,5.0,4723.09
ORD-104280,2024-06-23,Galle-South,Southern,Dry Goods,Delivered,5,5.0,2101.87
ORD-102185,2024-04-15,Kurunegala-West,North-Western,Dry Goods,Delivered,4,4.0,1928.7
ORD-104362,2024-06-30,Kurunegala-West,North-Western,Meat & Seafood,Delayed,2,4.0,9451.51
ORD-102567,2024-08-19,Kandy-Hub,Central,Dairy,Cancelled,1,,4375.74
ORD-102037,2024-01-15,Galle-South,Southern,Beverages,Delivered,3,3.0,4734.32
ORD-104305,2024-10-08,Colombo-Central,Western,Meat & Seafood,Delivered,3,3.0,8805.1
ORD-100772,2024-01-02,Galle-South,Southern,Dry Goods,Cancelled,1,,1944.33
ORD-101284,2024-05-19,Galle-South,Southern,Dry Goods,Delayed,5,6.0,2668.22
ORD-104649,2024-04-05,Galle-South,Southern,Beverages,Delivered,3,3.0,2980.38
ORD-104785,2024-05-11,Galle-South,Southern,Produce,Delivered,1,1.0,3409.08
ORD-104621,2024-12-29,Galle-South,Southern,Frozen,Delayed,5,9.0,11970.65
ORD-101414,2024-08-01,Kandy-Hub,Central,Frozen,Delivered,3,3.0,9865.27
ORD-101234,2024-08-20,Jaffna-North,Northern,Dairy,Delayed,1,5.0,3755.78
ORD-103477,2024-07-12,Galle-South,Southern,Beverages,Delivered,4,4.0,5362.0
ORD-100435,2024-02-15,Kurunegala-West,North-Western,Dairy,Delivered,4,4.0,5218.52
ORD-101674,2024-09-18,Galle-South,Southern,Meat & Seafood,In Transit,5,,13780.4
ORD-100365,2024-07-08,Colombo-Central,Western,Dairy,Delivered,1,1.0,3129.48
ORD-104905,2024-08-22,Kandy-Hub,Central,Frozen,Delayed,3,7.0,7338.46
ORD-100231,2024-11-08,Galle-South,Southern,Meat & Seafood,Delivered,4,4.0,12868.31
ORD-104311,2024-11-08,Kurunegala-West,North-Western,Beverages,Delivered,1,1.0,5249.72
ORD-100147,2024-03-26,Kurunegala-West,North-Western,Dry Goods,Delivered,2,2.0,2994.98
ORD-104443,2024-06-14,Galle-South,Southern,Produce,Delivered,2,2.0,3571.33
ORD-100407,2024-02-22,Kurunegala-West,North-Western,Frozen,Delayed,4,8.0,7324.8
ORD-102090,2024-11-19,Jaffna-North,Northern,Frozen,Delayed,4,8.0,11740.0
ORD-100086,2024-02-05,Kurunegala-West,North-Western,Dry Goods,Delivered,3,3.0,3202.43
ORD-100844,2024-01-02,Kurunegala-West,North-Western,Beverages,Delayed,3,7.0,3517.21
ORD-101031,2024-03-04,Jaffna-North,Northern,Meat & Seafood,Delivered,1,1.0,17118.36
ORD-102683,2024-10-23,Jaffna-North,Northern,Meat & Seafood,Delivered,3,3.0,12757.99
ORD-104608,2024-11-14,Galle-South,Southern,Frozen,Delivered,4,4.0,9022.25
ORD-102778,2024-05-21,Galle-South,Southern,Frozen,Delivered,5,5.0,11803.47
ORD-103295,2024-10-17,Jaffna-North,Northern,Dairy,Delivered,5,5.0,2582.45
ORD-102906,2024-08-16,Jaffna-North,Northern,Frozen,Delayed,3,5.0,
ORD-100855,2024-11-06,Galle-South,Southern,Beverages,Delayed,1,5.0,2339.67
ORD-100078,2024-07-25,Kurunegala-West,North-Western,Meat & Seafood,Delivered,2,2.0,12291.62
ORD-102247,2024-03-05,Kurunegala-West,North-Western,Frozen,In Transit,5,,11247.02
ORD-104615,2024-06-06,Galle-South,Southern,Beverages,Delivered,1,1.0,4843.2
ORD-103729,2024-08-21,Jaffna-North,Northern,Dry Goods,Delayed,2,6.0,1512.86
ORD-104087,2024-12-05,Galle-South,Southern,Produce,Delivered,5,5.0,3916.48
ORD-102968,2024-09-19,Colombo-Central,Western,Dairy,Delivered,2,2.0,
ORD-102279,2024-09-02,Galle-South,Southern,Frozen,Delayed,1,3.0,5402.22
ORD-102649,2024-04-30,Jaffna-North,Northern,Dry Goods,Delivered,1,1.0,2664.55
ORD-104201,2024-09-29,Jaffna-North,Northern,Frozen,Delayed,4,7.0,7836.23
ORD-103946,2024-01-09,Colombo-Central,Western,Meat & Seafood,Delayed,3,4.0,18954.33
ORD-103496,2024-02-07,Kurunegala-West,North-Western,Beverages,Delivered,2,2.0,2189.31
ORD-102176,2024-02-08,Jaffna-North,Northern,Meat & Seafood,Delivered,5,5.0,18579.22
ORD-100424,2024-06-01,Kandy-Hub,Central,Dairy,Delayed,5,7.0,5077.79
ORD-100392,2024-05-14,Kurunegala-West,North-Western,Beverages,Delivered,2,2.0,4362.64
ORD-104774,2024-04-08,Colombo-Central,Western,Beverages,Delayed,2,3.0,4545.41
ORD-103483,2024-03-25,Kurunegala-West,North-Western,Frozen,Delivered,1,1.0,10987.49
ORD-100104,2024-10-17,Colombo-Central,Western,Frozen,In Transit,5,,5704.32
ORD-103032,2024-07-24,Jaffna-North,Northern,Dry Goods,Delivered,5,5.0,3461.54
ORD-102622,2024-02-07,Kurunegala-West,North-Western,Produce,Delivered,4,4.0,3970.46
ORD-103200,2024-12-02,Galle-South,Southern,Dry Goods,Delayed,5,6.0,1561.73
ORD-103895,2024-12-05,Galle-South,Southern,Beverages,Delivered,4,4.0,2029.17
ORD-101948,2024-01-01,Kandy-Hub,Central,Produce,Delivered,2,2.0,1648.99
ORD-101459,2024-07-07,Galle-South,Southern,Produce,Delivered,4,4.0,3682.25
ORD-103323,2024-08-21,Kandy-Hub,Central,Meat & Seafood,Delivered,4,4.0,11228.13
ORD-102860,2024-03-11,Jaffna-North,Northern,Meat & Seafood,Delayed,3,4.0,13301.91
ORD-102759,2024-06-05,Galle-South,Southern,Frozen,In Transit,2,,7228.85
ORD-104838,2024-11-06,Colombo-Central,Western,Produce,Delayed,4,8.0,3563.6
ORD-101587,2024-01-29,Galle-South,Southern,Dairy,Delayed,1,2.0,3877.43
ORD-103732,2024-05-26,Kandy-Hub,Central,Produce,Delivered,1,1.0,3092.67
ORD-101731,2024-11-25,Kandy-Hub,Central,Produce,Delayed,2,4.0,3331.93
ORD-104813,2024-07-21,Kurunegala-West,North-Western,Meat & Seafood,Delivered,4,4.0,14994.71
ORD-103786,2024-03-05,Kandy-Hub,Central,Beverages,Cancelled,3,,4948.03
ORD-103754,2024-01-14,Jaffna-North,Northern,Meat & Seafood,Delivered,1,1.0,10988.74
ORD-101791,2024-11-17,Kurunegala-West,North-Western,Beverages,In Transit,5,,4512.92
ORD-102355,2024-05-14,Galle-South,Southern,Frozen,Delivered,2,2.0,11934.15
ORD-101940,2024-03-01,Kurunegala-West,North-Western,Produce,Delivered,4,4.0,1548.96
ORD-100702,2024-03-02,Kandy-Hub,Central,Frozen,Delivered,1,1.0,9872.01
ORD-102442,2024-01-04,Galle-South,Southern,Meat & Seafood,Delayed,1,2.0,12869.02
ORD-104460,2024-02-07,Colombo-Central,Western,Meat & Seafood,Delivered,2,2.0,11225.1
ORD-100496,2024-02-13,Jaffna-North,Northern,Dry Goods,Delivered,4,4.0,3247.51
ORD-100464,2024-01-03,Colombo-Central,Western,Produce,Delivered,2,2.0,3822.11
ORD-103101,2024-02-17,Kurunegala-West,North-Western,Meat & Seafood,Delayed,2,3.0,12427.4
ORD-104377,2024-04-06,Kurunegala-West,North-Western,Dairy,Delivered,4,4.0,
ORD-100172,2024-10-08,Kurunegala-West,North-Western,Dry Goods,In Transit,3,,2498.2
ORD-104456,2024-08-03,Colombo-Central,Western,Meat & Seafood,Delayed,4,8.0,19203.43
ORD-104845,2024-10-06,Kandy-Hub,Central,Produce,Delivered,2,2.0,3571.55
ORD-102540,2024-04-15,Jaffna-North,Northern,Beverages,Delivered,5,5.0,2839.81
ORD-104809,2024-10-21,Jaffna-North,Northern,Dry Goods,Delivered,2,2.0,2210.62
ORD-103010,2024-05-14,Galle-South,Southern,Produce,Delivered,5,5.0,1746.09
ORD-102260,2024-01-09,Kandy-Hub,Central,Dairy,In Transit,5,,5120.38
ORD-102112,2024-11-29,Kurunegala-West,North-Western,Meat & Seafood,Delivered,3,3.0,17347.08
ORD-100900,2024-01-02,Kurunegala-West,North-Western,Dairy,Delivered,5,5.0,5944.81
ORD-101446,2024-12-08,Kandy-Hub,Central,Beverages,Delivered,2,2.0,
ORD-104950,2024-04-30,Galle-South,Southern,Frozen,Delivered,3,3.0,
ORD-100741,2024-10-05,Jaffna-North,Northern,Dairy,Cancelled,5,,5832.36
ORD-102293,2024-09-30,Kandy-Hub,Central,Beverages,Delivered,4,4.0,2930.25
ORD-102452,2024-02-04,Kurunegala-West,North-Western,Meat & Seafood,Delayed,5,7.0,14232.8
ORD-102805,2024-12-19,Jaffna-North,Northern,Dairy,Delivered,4,4.0,2989.32
ORD-104128,2024-07-18,Colombo-Central,Western,Frozen,Delivered,3,3.0,6422.77
ORD-101206,2024-07-07,Jaffna-North,Northern,Frozen,Delivered,1,1.0,10074.77
ORD-100509,2024-03-27,Kurunegala-West,North-Western,Beverages,Delivered,5,5.0,2352.68
ORD-104196,2024-07-21,Kurunegala-West,North-Western,Dairy,Delayed,4,8.0,5095.79
ORD-102672,2024-11-06,Jaffna-North,Northern,Produce,In Transit,5,,3975.59
ORD-102859,2024-06-11,Kurunegala-West,North-Western,Dairy,Delayed,3,6.0,2598.58
ORD-103400,2024-10-24,Jaffna-North,Northern,Meat & Seafood,Delivered,3,3.0,
ORD-101549,2024-01-02,Jaffna-North,Northern,Produce,Delivered,4,4.0,1883.25
ORD-103333,2024-11-05,Colombo-Central,Western,Beverages,Delivered,3,3.0,3879.11
ORD-102202,2024-01-15,Kandy-Hub,Central,Beverages,Cancelled,1,,3413.35
ORD-102566,2024-10-19,Galle-South,Southern,Frozen,Delivered,3,3.0,7389.35
ORD-102732,2024-12-05,Kandy-Hub,Central,Dry Goods,Delivered,2,2.0,2699.7
ORD-102044,2024-04-11,Kurunegala-West,North-Western,Beverages,Delivered,1,1.0,5111.44
ORD-100767,2024-06-23,Kandy-Hub,Central,Produce,Delivered,5,5.0,1998.21
ORD-104922,2024-07-21,Jaffna-North,Northern,Produce,Delivered,3,3.0,2746.52
ORD-103811,2024-06-11,Galle-South,Southern,Beverages,Delivered,5,5.0,3844.55
ORD-100421,2024-09-10,Kurunegala-West,North-Western,Frozen,Delivered,4,4.0,8958.49
ORD-100123,2024-06-20,Jaffna-North,Northern,Dairy,Delivered,2,2.0,5986.72
ORD-104204,2024-04-18,Jaffna-North,Northern,Beverages,Delivered,2,2.0,3036.11
ORD-102680,2024-02-12,Kandy-Hub,Central,Dry Goods,In Transit,5,,2861.89
ORD-100819,2024-12-30,Galle-South,Southern,Beverages,Delivered,1,1.0,3039.42
ORD-101403,2024-04-27,Kurunegala-West,North-Western,Dairy,Delivered,1,1.0,3059.88
ORD-101382,2024-05-06,Jaffna-North,Northern,Dairy,Delivered,2,2.0,3618.74
ORD-102148,2024-11-05,Kandy-Hub,Central,Dairy,Delivered,2,2.0,3973.81
ORD-101575,2024-04-26,Galle-South,Southern,Beverages,Delivered,5,5.0,2497.99
ORD-101638,2024-03-07,Jaffna-North,Northern,Produce,Delivered,4,4.0,3163.27
ORD-101795,2024-03-14,Colombo-Central,Western,Meat & Seafood,Delivered,2,2.0,12310.36
ORD-104864,2024-11-16,Jaffna-North,Northern,Beverages,Cancelled,4,,4543.75
ORD-100399,2024-04-23,Kurunegala-West,North-Western,Dry Goods,Delivered,3,3.0,1987.48
ORD-102310,2024-04-12,Kurunegala-West,North-Western,Produce,Delivered,3,3.0,1514.34
ORD-100882,2024-06-12,Kurunegala-West,North-Western,Frozen,Delivered,1,1.0,11714.13
ORD-100642,2024-11-07,Jaffna-North,Northern,Beverages,Delivered,4,4.0,5317.89
ORD-104626,2024-01-02,Kandy-Hub,Central,Beverages,Delivered,3,3.0,4231.45
ORD-101352,2024-06-29,Colombo-Central,Western,Dry Goods,Delivered,1,1.0,2634.21
ORD-104346,2024-01-19,Kurunegala-West,North-Western,Produce,Delayed,2,5.0,3148.17
ORD-104595,2024-01-16,Galle-South,Southern,Dairy,Delivered,1,1.0,3761.94
ORD-102130,2024-09-19,Kandy-Hub,Central,Meat & Seafood,Delayed,5,9.0,17817.67
ORD-100982,2024-07-18,Kurunegala-West,North-Western,Meat & Seafood,Delayed,4,6.0,18627.12
ORD-100456,2024-02-24,Colombo-Central,Western,Frozen,Delivered,2,2.0,5915.14
ORD-103601,2024-08-10,Galle-South,Southern,Frozen,Delivered,5,5.0,9053.56
ORD-101079,2024-11-01,Jaffna-North,Northern,Dairy,Delivered,5,5.0,3682.62
ORD-101950,2024-11-30,Jaffna-North,Northern,Beverages,In Transit,2,,3315.8
ORD-104358,2024-09-01,Jaffna-North,Northern,Dry Goods,Delivered,5,5.0,1849.65
ORD-100689,2024-10-12,Kandy-Hub,Central,Produce,Delayed,1,5.0,1571.64
ORD-102429,2024-04-08,Kurunegala-West,North-Western,Produce,Delivered,4,4.0,3456.27
ORD-100641,2024-11-30,Kandy-Hub,Central,Dairy,Delivered,1,1.0,5088.53
ORD-102392,2024-08-13,Kandy-Hub,Central,Frozen,Delivered,2,2.0,9560.99
ORD-101953,2024-06-18,Kurunegala-West,North-Western,Beverages,Delivered,3,3.0,4940.45
ORD-102803,2024-01-24,Kurunegala-West,North-Western,Produce,Delivered,4,4.0,3581.36
ORD-103298,2024-07-15,Colombo-Central,Western,Produce,In Transit,1,,3541.15
ORD-103503,2024-03-14,Colombo-Central,Western,Produce,Cancelled,2,,2967.4
ORD-102710,2024-01-25,Kandy-Hub,Central,Meat & Seafood,Delivered,1,1.0,17052.02
ORD-103404,2024-05-23,Kurunegala-West,North-Western,Frozen,Delivered,5,5.0,7074.18
ORD-104815,2024-04-18,Colombo-Central,Western,Dry Goods,Delivered,1,1.0,2764.35
ORD-102990,2024-06-15,Kandy-Hub,Central,Dairy,Delivered,4,4.0,4848.14
ORD-101884,2024-08-13,Colombo-Central,Western,Beverages,Delivered,2,2.0,4587.89
ORD-100389,2024-02-25,Kurunegala-West,North-Western,Meat & Seafood,Delivered,3,3.0,16638.68
ORD-102494,2024-06-01,Kurunegala-West,North-Western,Dry Goods,Delivered,4,4.0,1253.8
ORD-103181,2024-03-12,Colombo-Central,Western,Produce,Delayed,3,5.0,3331.24
ORD-104727,2024-11-19,Jaffna-North,Northern,Beverages,Delivered,1,1.0,4405.83
ORD-100845,2024-01-02,Colombo-Central,Western,Beverages,Delivered,1,1.0,3526.3
ORD-100542,2024-03-12,Kandy-Hub,Central,Dry Goods,Delayed,1,5.0,1218.07
ORD-100091,2024-10-20,Kandy-Hub,Central,Meat & Seafood,In Transit,4,,12821.14
ORD-103966,2024-10-13,Jaffna-North,Northern,Frozen,Delivered,4,4.0,10493.54
ORD-101979,2024-10-16,Galle-South,Southern,Frozen,Delayed,5,6.0,11157.7
ORD-104807,2024-11-21,Kurunegala-West,North-Western,Dry Goods,Delayed,2,5.0,2195.99
ORD-104726,2024-02-05,Kurunegala-West,North-Western,Frozen,Delivered,5,5.0,8328.48
ORD-103252,2024-02-27,Colombo-Central,Western,Meat & Seafood,Delivered,5,5.0,16536.33
ORD-102529,2024-07-29,Colombo-Central,Western,Frozen,Delivered,4,4.0,11481.74
ORD-101676,2024-02-24,Kurunegala-West,North-Western,Meat & Seafood,Delivered,1,1.0,17937.22
ORD-101048,2024-08-31,Colombo-Central,Western,Dairy,Delayed,3,5.0,2941.09
ORD-101960,2024-11-02,Kandy-Hub,Central,Meat & Seafood,In Transit,2,,14819.81
ORD-102530,2024-11-30,Galle-South,Southern,Frozen,Delivered,2,2.0,10276.85
ORD-104688,2024-01-03,Kandy-Hub,Central,Frozen,Delivered,4,4.0,8147.22
ORD-100237,2024-06-06,Kurunegala-West,North-Western,Dairy,Delivered,2,2.0,3210.94
ORD-103026,2024-02-11,Galle-South,Southern,Produce,Cancelled,4,,2434.12
ORD-103558,2024-03-02,Galle-South,Southern,Dry Goods,In Transit,4,,1652.25
ORD-101133,2024-10-05,Galle-South,Southern,Dry Goods,Delivered,4,4.0,2913.75
ORD-101805,2024-01-17,Galle-South,Southern,Dairy,Delivered,2,2.0,4420.36
ORD-104477,2024-05-14,Colombo-Central,Western,Frozen,Delivered,2,2.0,10250.91
ORD-100163,2024-05-28,Kurunegala-West,North-Western,Dry Goods,In Transit,1,,2352.37
ORD-103861,2024-08-23,Kandy-Hub,Central,Produce,Delivered,2,2.0,3600.48
ORD-104757,2024-02-18,Kandy-Hub,Central,Frozen,Delivered,1,1.0,5380.89
ORD-103411,2024-12-26,Jaffna-North,Northern,Frozen,Delivered,1,1.0,11446.6
ORD-104714,2024-01-11,Jaffna-North,Northern,Produce,Delivered,1,1.0,1938.01
ORD-103265,2024-08-22,Galle-South,Southern,Meat & Seafood,Delivered,5,5.0,12700.42
ORD-103707,2024-10-02,Colombo-Central,Western,Frozen,Delivered,1,1.0,8809.08
ORD-104016,2024-04-08,Kandy-Hub,Central,Produce,Cancelled,4,,2549.54
ORD-101811,2024-08-26,Kurunegala-West,North-Western,Meat & Seafood,Delivered,3,3.0,14171.59
ORD-103173,2024-05-05,Galle-South,Southern,Dairy,Delayed,1,4.0,4932.35
ORD-103213,2024-12-18,Jaffna-North,Northern,Meat & Seafood,Delivered,4,4.0,10795.08
ORD-101428,2024-04-07,Jaffna-North,Northern,Dry Goods,Delivered,1,1.0,2647.5
ORD-103686,2024-02-08,Colombo-Central,Western,Dairy,In Transit,1,,4421.38
ORD-102856,2024-07-26,Colombo-Central,Western,Dairy,Delivered,1,1.0,4779.31
ORD-103464,2024-05-11,Galle-South,Southern,Beverages,Delivered,2,2.0,3056.47
ORD-104505,2024-05-18,Kandy-Hub,Central,Meat & Seafood,Delivered,2,2.0,9170.26
ORD-104696,2024-01-28,Galle-South,Southern,Dry Goods,Delivered,5,5.0,1576.15
ORD-102877,2024-12-07,Galle-South,Southern,Meat & Seafood,Delivered,4,4.0,14354.13
ORD-101452,2024-01-19,Kurunegala-West,North-Western,Beverages,Delivered,5,5.0,
ORD-100593,2024-12-23,Jaffna-North,Northern,Meat & Seafood,Cancelled,5,,13465.53
